,시설명,시도명,시군구명,소재지도로명주소,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호
3638,문래정보문화도서관,서울특별시,영등포구,서울특별시 영등포구 문래로20길 49,1층 로비,09:00,22:00,09:00,17:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2629-8617
3639,보건소 분소(대림1동주민센터),서울특별시,영등포구,서울특별시 영등포구 디지털로 441,입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서울특별시 영등포구,02-2670-4226
3640,선유정보문화도서관,서울특별시,영등포구,서울특별시 영등포구 선유로43가길 10-8,1층 로비,09:00,22:00,09:00,17:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2163-0802
3641,시립영등포장애인복지관,서울특별시,영등포구,서울특별시 영등포구 버드나루로 22,정문 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-3667-7979
3642,신길1동주민센터,서울특별시,영등포구,서울특별시 영등포구 영등포로84길 24-5,입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,서울특별시 영등포구,02-2670-1259
3643,신길4동주민센터,서울특별시,영등포구,서울특별시 영등포구 신길로42길 1,입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2670-1299
3644,신길6동주민센터,서울특별시,영등포구,서울특별시 영등포구 대방천로 169,입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2670-1458
3645,신길7동주민센터,서울특별시,영등포구,서울특별시 영등포구 여의대방로43길 10,입구 2층 출입문 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2670-1459
3646,신길역,서울특별시,영등포구,서울특별시 영등포구 영등포로 327,1호선 1층 맞이방,04:30,23:30,04:30,23:30,04:30,23:30,2,N,N,서울특별시 영등포구,02-2639-3553
3647,신풍역,서울특별시,영등포구,"서울특별시 영등포구 신풍로 27 (신길동, 신풍역)",7호선 지하 1층 고객안전실 맞은편,05:00,23:30,05:00,23:30,05:00,23:30,2,Y,Y,서울특별시 영등포구,02-6311-7430
3648,양평1동주민센터,서울특별시,영등포구,서울특별시 영등포구 영등포로11길 12,입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2670-1455
3649,양평2동주민센터,서울특별시,영등포구,서울특별시 영등포구 선유로47길 30,1층(청사건물 1층 엘리베이터 탑승 층 옆),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2670-1233
3650,여의샛강도서관,서울특별시,영등포구,서울특별시 영등포구 여의대로 24,1층 로비,09:00,20:00,09:00,17:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2629-2221
3651,여의동주민센터,서울특별시,영등포구,서울특별시 영등포구 국제금융로 124,3층 화장실 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2670-1451
3652,영등포구청 보건소,서울특별시,영등포구,서울특별시 영등포구 당산로 123,민원실 1층 입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2670-3114
3653,영등포노인종합복지관,서울특별시,영등포구,서울특별시 영등포구 도림로 482,입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 영등포구,02-2068-5326
3654,영등포동주민센터,서울특별시,영등포구,서울특별시 영등포구 영등포로53길 22,입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-2670-1049
3655,영등포본동주민센터,서울특별시,영등포구,서울특별시 영등포구 신길로61길 17,입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서울특별시 영등포구,02-2670-1051
3656,영등포역,서울특별시,영등포구,서울특별시 영등포구 경인로 846,3층 국철맞이방 앞,04:30,23:30,04:30,23:30,04:30,23:30,2,Y,Y,서울특별시 영등포구,02-2639-3320
3657,이음장애인자립생활센터,서울특별시,영등포구,서울특별시 영등포구 영등포로 103,하나비즈타위 301호 입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 영등포구,02-6081-5900
3658,치매지원센터,서울특별시,영등포구,서울특별시 영등포구 당산로29길 9,3층 입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서울특별시 영등포구,02-831-0855
3659,해오름장애인자립생활센터,서울특별시,영등포구,서울특별시 영등포구 국회대로62길 14,2층 입구 안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 영등포구,02-786-8482
3660,청양군청,충청남도,청양군,충청남도 청양군 청양읍 문화예술로 222,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,충청남도 청양군청,041-940-2103
3661,청양읍사무소,충청남도,청양군,충청남도 청양군 청양읍 칠갑산로 9길 32,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,충청남도 청양군 청양읍사무소,041-940-4112
3662,노인종합복지관,충청남도,청양군,충청남도 청양군 청양읍 칠갑산로 2길 4,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,청양군노인종합복지관,041-943-8805
3663,청남면사무소,충청남도,청양군,충청남도 청양군 청남면 명덕로 183,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,충청남도 청양군 청남면사무소,041-940-4265
3664,교대역1호선,부산광역시,연제구,부산광역시 연제구 중앙대로1219번길4,5번출구근처,06:00,23:00,06:00,23:00,06:00,23:00,2,Y,N,부산광역시 보조기기센터,051-790-6190
3665,배산역,부산광역시,연제구,부산광역시 연제구 연수로 229,5번출구근처,06:00,23:00,06:00,23:00,06:00,23:00,2,Y,N,부산광역시 보조기기센터,051-790-6190
3666,물만골역,부산광역시,연제구,부산광역시 연제구 월드컵대로 23,지하2층종합안내도후면,06:00,23:00,06:00,23:00,06:00,23:00,2,Y,N,부산광역시 보조기기센터,051-790-6190
3667,연산역(환승역),부산광역시,연제구,부산광역시 연제구 중앙대로지하1101(연산동),"3번,17번출구쪽현금지급기옆",06:00,23:00,06:00,23:00,06:00,23:00,2,Y,N,부산광역시 보조기기센터,051-790-6190
3668,부산광역시장애인종합복지관,부산광역시,연제구,부산광역시 연제구 중앙대로1150번길 15,1층보조기기전시체험장,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,부산광역시 장애인종합복지관,051-790-6100
3669,연산종합사회복지관,부산광역시,연제구,,1층 출입구 우측,00:00,23:59,00:00,23:59,00:00,23:59,2,N,N,부산광역시 연제구청,051-665-4334
3670,곰두리스포츠센터,부산광역시,연제구,부산광역시 연제구 화지로 109,3층,06:00,21:00,06:00,18:00,00:00,00:00,2,N,N,곰두리스포츠센터,051-503-6363
3671,시청역,부산광역시,연제구,부산광역시 연제구 중앙대로 지하1017(연산동),"대합실5,7번출구",06:00,23:00,06:00,23:00,06:00,23:00,2,N,N,금정장애인자립생활센터,051-582-3334
3672,부산시청,부산광역시,연제구,부산광역시 연제구 중앙대로 1001,1층공무원매점옆,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,부산광역시 연제구청,051-665-4334
3673,연제구청,부산광역시,연제구,부산광역시 연제구 연제로 2(연산동),1층연제구홍보관앞,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,부산광역시 연제구청,051-665-4334
3674,연산9동행정복지센터,부산광역시,연제구,부산광역시 연제구 과정로164번길 38(연산동),1층입구옆,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,부산광역시 연제구청,051-665-4334
3675,동해선거제역,부산광역시,연제구,부산광역시 연제구 법원남로9번길 14(거제동),3층중앙엘리베이터앞,06:00,23:00,06:00,23:00,06:00,23:00,2,N,Y,부산광역시 연제구청,051-665-4334
3676,동해선거제해맞이역,부산광역시,연제구,부산광역시 연제구 거제대로 123(거제동),1층일광행열차게이트옆,06:00,23:00,06:00,23:00,06:00,23:00,2,N,Y,부산광역시 연제구청,051-665-4334
3677,종합운동장역,부산광역시,연제구,부산광역시 연제구 아시아드대로 지하73(거제동),"대합실1,3번출구근처",06:00,23:00,06:00,23:00,06:00,23:00,2,N,Y,부산광역시 연제구청,051-665-4334
3678,부산의료원,부산광역시,연제구,부산광역시 연제구 월드컵대로 359(거제동),지하1층중앙로비ATM기옆,08:30,17:00,00:00,00:00,00:00,00:00,2,N,Y,부산광역시 연제구청,051-665-4334
3679,연산6동행정복지센터,부산광역시,연제구,부산광역시 연제구 쌍미천로52번길 2(연산동),1층주출입문내부,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,부산광역시 연제구 연산6동행정복지센터,051-665-5901
3680,연산1동행정복지센터,부산광역시,연제구,부산광역시 연제구 쌍미천로52번길 2(연산동),1층주출입문내부,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,부산광역시 연제구 연산1동행정복지센터,051-665-4334
3681,거제역,부산광역시,연제구,부산광역시 연제구 법원남로9번길 17(거제동),"2번, 4번 출구",06:00,23:00,06:00,23:00,06:00,23:00,2,Y,Y,부산광역시 연제구청,051-665-4334
3682,구립용산장애인복지관,서울특별시,용산구,서울특별시 용산구 효창원로93길 49,구립용산장애인복지관,09:00,20:00,09:00,16:00,00:00,00:00,2,N,Y,서울특별시 용산구청,02-2199-7103
3683,용산구청,서울특별시,용산구,서울특별시 용산구 녹사평대로 150,용산구청 2층 민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,서울특별시 용산구청,02-2199-6520
3684,용산구 장애인 커뮤니티센터,서울특별시,용산구,서울특별시 용산구 서빙고로 245,센터 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 용산구청,02-2199-7103
3685,국립중앙박물관,서울특별시,용산구,서울특별시 용산구 서빙고로 137,1층 상설전시관 물품보관소 옆,10:00,18:00,10:00,18:00,10:00,18:00,2,N,Y,서울특별시 용산구청,02-2199-7103
3686,한강로동 주민센터,서울특별시,용산구,서울특별시 용산구 한강대로38길 28,한강로동 주민센터 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 용산구청,02-2199-7103
3687,서울역,서울특별시,용산구,서울특별시 용산구 한강대로 405,2층 맞이방,06:00,23:30,06:00,23:30,06:00,23:30,2,N,N,서울특별시 용산구청,02-2199-7103
3688,서울특별시 용산역,서울특별시,용산구,서울특별시 용산구 한강대로 23길 55,"3층 1번, 3번 출입구쪽 총 2대",06:00,23:30,06:00,23:30,06:00,23:30,2,N,N,서울특별시 용산구청,02-2199-7103
3689,남영역,서울특별시,용산구,서울특별시 용산구 한강대로 77길 25,플랫폼 중간,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,서울특별시 용산구청,02-2199-7103
3690,효창공원앞역(경의중앙선),서울특별시,용산구,서울특별시 용산구 백범로 지하 287,지하 1층 5번 출구입구쪽,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,서울특별시 용산구청,02-2199-7103
3691,이촌역(경의중앙선),서울특별시,용산구,서울특별시 용산구 서빙고로 83,지하 1층 이촌역 맞이방,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,서울특별시 용산구청,02-2199-7103
3692,서빙고역,서울특별시,용산구,서울특별시 용산구 서빙고로 238,2층 서빙고역 맞이방 통로,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,서울특별시 용산구청,02-2199-7103
3693,한남역,서울특별시,용산구,서울특별시 용산구 독서당로6길 12-13,1층 한남역 맞이방,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,서울특별시 용산구청,02-2199-7103
3694,삼각지역,서울특별시,용산구,서울특별시 용산구 한강대로 180,"지하1층 2번, 3번 출입구 중간",06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,서울특별시 용산구청,02-2199-7103
3695,숙대입구역,서울특별시,용산구,서울특별시 용산구 한강대로 306,지하1층 5번 출입구쪽,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,서울특별시 용산구청,02-2199-7103
3696,한벗장애인주간보호시설,서울특별시,용산구,서울특별시 용산구 효창원로69길 24-3,건물 외부 전동보장구 주차장,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 용산구청,02-2199-7103
3697,용산행복장애인자립생활센터,서울특별시,용산구,서울특별시 용산구 청파로47길 66,3층 시설 내,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,서울특별시 용산구청,02-2199-7103
3698,이태원2동 주민센터,서울특별시,용산구,서울특별시 용산구 회나무로13길 58,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 용산구청,02-2199-7103
3699,한강진역,서울특별시,용산구,서울특별시 용산구 이태원로 지하 287,지하 1층 대합실,06:00,23:30,06:00,23:30,06:00,23:30,2,N,Y,서울특별시 용산구청,02-2199-7103
3700,양주시장애인복지회 양주시지회,경기도,양주시,경기도 양주시 회정로 80,장애인 식생활체험관 내,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경기도 양주시 장애인복지회 양주시지회,031-878-5104
3701,양주문화예술회관,경기도,양주시,경기도 양주시 광적면 부흥로 618번길 303,1층 체육관 앞,09:00,22:00,09:00,22:00,09:00,18:00,2,Y,Y,경기도 양주도시공사,031-828-9717
3702,은현면행정복지센터,경기도,양주시,경기도 양주시 은현면 은현로 66,은현면행정복지센터 쉽터,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,경기도 양주시 은현면행정복지센터,031-8082-7552
3703,남면행정복지센터,경기도,양주시,경기도 양주시 남면 개나리17길 6,남면행정복지센터 우측 외벽,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,경기도 양주시 남면행정복지센터,031-8082-7582
3704,광적면행정복지센터,경기도,양주시,경기도 양주시 광적면 가래비길 93,광적면행정복지센터 주민자치센터 앞,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,경기도 양주시 광적면행정복지센터,031-8082-7611
3705,제주대학교병원,제주특별자치도,제주시,제주특별자치도 제주시 아란13길 15,정문 우측 로비,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,제주장애인자립생활센터,064-751-9103
3706,탐라장애인종합복지관 (2대),제주특별자치도,제주시,제주특별자치도 제주시 광양4길 32,1층 통합사무실 입구(2대),09:00,21:00,00:00,00:00,00:00,00:00,4,Y,N,제주장애인자립생활센터,064-751-9103
3707,사회복지법인 춘강 제주특별자치도 장애인종합복지관,제주특별자치도,제주시,제주특별자치도 제주시 516로 3120,1층 출입구 복도,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3708,S-중앙병원,제주특별자치도,제주시,제주특별자치도 제주시 월랑로 91,2층 시설과내,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,제주장애인자립생활센터,064-751-9103
3709,제주장애인종합복지관 북부분관,제주특별자치도,제주시,제주특별자치도 제주시 구좌읍 김녕로6길 27-18,1층 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,제주장애인자립생활센터,064-751-9103
3710,제주장애인야간학교,제주특별자치도,제주시,제주특별자치도 제주시 천수동로 30,1층 야간학교 출입문 복도,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3711,사회복지 법인 효원 제주복지노인전문병원,제주특별자치도,제주시,제주특별자치도 제주시 동광로 96,3층 로비,09:00,17:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3712,롯데마트,제주특별자치도,제주시,제주특별자치도 제주시 연북로 1,지하1층 주차장,10:00,23:00,10:00,23:00,10:00,23:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3713,예술공간 이아,제주특별자치도,제주시,제주특별자치도 제주시 중앙로 14길 21,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3714,제주대학교,제주특별자치도,제주시,제주특별자치도 제주시 제주대학로 102,장애학생지원센터안,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3715,한라대학교,제주특별자치도,제주시,제주특별자치도 제주시 한라대학로 38,장애학생지원센터안,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3716,영지학교,제주특별자치도,제주시,제주특별자치도 제주시 간월동로3길 15,본관 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3717,제주늘봄재활병원,제주특별자치도,제주시,제주특별자치도 제주시 관덕로 30,2층 입구 좌측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,제주장애인자립생활센터,064-751-9103
3718,㈜ 이마트 탑동점,제주특별자치도,제주시,제주특별자치도 제주시 탑동로 38,2층 매장입구 옆,10:00,23:00,10:00,23:00,10:00,23:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3719,장애인론볼연맹,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 한림중앙로 71-9,경기장 내 사무실 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3720,제주국제대학교,제주특별자치도,제주시,제주특별자치도 제주시 516로 2870,학생회관1층 정문좌측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3721,㈜엘린호텔,제주특별자치도,제주시,제주특별자치도 제주시 은남1길 4,호텔 정문 우측,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,제주장애인자립생활센터,064-751-9103
3722,제주시보건소,제주특별자치도,제주시,제주특별자치도 제주시 연삼로 264,후문 출입구 우측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3723,사라봉 다목적 체육관,제주특별자치도,제주시,제주특별자치도 제주시 동문로 169,1층 체육관출입구 옆,08:30,22:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3724,지체장애인협회 추자분회,제주특별자치도,제주시,제주특별자치도 제주시 추자면 추자로 26,면사무소 좌측 비품창고 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3725,한국장애인고용공단 제주지사 (한화생명 빌딩),제주특별자치도,제주시,제주특별자치도 제주시 동광로 30,3층  출입구 우측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3726,제주영락교회,제주특별자치도,제주시,제주특별자치도 제주시 동광로23길 15,정문 출입구 좌측,09:00,17:00,09:00,17:00,09:00,17:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3727,한경면사무소,제주특별자치도,제주시,제주특별자치도 제주시 한경면 두신로 84,1층 현관 좌측 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3728,이호동 주민센터,제주특별자치도,제주시,제주특별자치도 제주시 백포서길 9,1층 민원실 내,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3729,애월읍사무소,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 일주서로 6322,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3730,한림읍사무소,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 한림중앙로 71-9,1층 민원실 내,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3731,구좌읍사무소,제주특별자치도,제주시,제주특별자치도 제주시 구좌읍 일주동로 3116,1층 로비 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3732,아라종합사회복지관 (아라주공아파트),제주특별자치도,제주시,제주특별자치도 제주시 인다12길 1,1층 로비 좌측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3733,절물생태관리소 (절물자연휴양림),제주특별자치도,제주시,제주특별자치도 제주시 명림로 584,매표소 우측입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3734,렛츠런파크 제주,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 평화로 2144,럭키빌 1번 건물 서비스 아카데미 부서 옆,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3735,메이즈랜드,제주특별자치도,제주시,제주특별자치도 제주시 구좌읍 비자림로 2134-47,미로박물관 입구 좌측,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,제주장애인자립생활센터,064-751-9103
3736,조천체육관,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 조천18길 11-1,정문 현관 로비앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3737,김만덕 기념관,제주특별자치도,제주시,제주특별자치도 제주시 산지로 7,후문로비 우측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3738,제주별빛누리공원,제주특별자치도,제주시,제주특별자치도 제주시 선돌목동길 60,출입구 우측로비,15:00,23:00,15:00,23:00,15:00,23:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3739,해녀박물관,제주특별자치도,제주시,제주특별자치도 제주시 구좌읍 해녀박물관길 26,정문입구 로비 우측,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3740,외도동 주민센터,제주특별자치도,제주시,제주특별자치도 제주시 일주서로 7350,정문입구 오른편 휴게실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3741,삼도1동 행정복지센터,제주특별자치도,제주시,제주특별자치도 제주시 전농로 40,정문입구 오른편,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3742,화북동 주민센터,제주특별자치도,제주시,제주특별자치도 제주시 진남로6길 17,정문입구 오른편,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3743,제주4.3평화공원,제주특별자치도,제주시,제주특별자치도 제주시 명림로 430,정문입구 오른편,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3744,제주센트럴파크,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 비자림로 606,정문 안 서프라이즈관 후문,08:30,17:30,08:30,17:30,08:30,17:30,2,Y,N,제주장애인자립생활센터,064-751-9103
3745,세계자연유산센터,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 선교로 569-36,유산센터 지하1층 입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3746,제주 스카이워터쇼,제주특별자치도,제주시,제주특별자치도 제주시 구좌읍 번영로 2172-80,정문 공연장 안쪽,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3747,용담1동주민센터,제주특별자치도,제주시,제주특별자치도 제주시 용남3길 11,1층현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3748,용담2동주민센터,제주특별자치도,제주시,제주특별자치도 제주시 흥운길 27,1층현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3749,평촌의료재단 제주대림요양병원,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 한수풀로 60,지하 1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3750,블루하와이리조트,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 한림로 75,1층 현관 우측,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,제주장애인자립생활센터,064-751-9103
3751,제주시 서부보건소,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 강구로 5,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3752,조수1리사무소,제주특별자치도,제주시,제주특별자치도 제주시 한경면 홍수암로 565,다목적실 현관 좌측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3753,판포리 사무소,제주특별자치도,제주시,제주특별자치도 제주시 한경면 판포4길 39,게이트볼장 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3754,현대미술관,제주특별자치도,제주시,제주특별자치도 제주시 한경면 저지14길 35,2층 통로,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3755,한경보건지소,제주특별자치도,제주시,제주특별자치도 제주시 한경면 두신로 118-2,1층 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3756,제주특별자치도 사회복지협의회,제주특별자치도,제주시,제주특별자치도 제주시 청풍남8길 12-1,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3757,제주지방합동청사 제주청사관리소,제주특별자치도,제주시,제주특별자치도 제주시 청사로 59,1층 안내소,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3758,제주특별자치도 권익옹호기관,제주특별자치도,제주시,제주특별자치도 제주시 청귤로5길 21,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3759,제주순복음사회복지관,제주특별자치도,제주시,제주특별자치도 제주시 천수동로 25,1층 현관 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3760,이도1동주민센터,제주특별자치도,제주시,제주특별자치도 제주시 중앙로25길 17,1층현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3761,제주벤처마루,제주특별자치도,제주시,제주특별자치도 제주시 중앙로 217,1층 좌측 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3762,예천노인전문요양원,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 종인내길 69,1층 로비 중앙,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3763,제주항일기념관,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 신북로 303,1층 현관 좌측,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3764,한국방송통신대학교,제주특별자치도,제주시,제주특별자치도 제주시 정존7길 34,1층 우측 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3765,제주대학교 사라캠퍼스,제주특별자치도,제주시,제주특별자치도 제주시 일주동로 61,사회교육대학원 1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3766,아라동주민센터,제주특별자치도,제주시,제주특별자치도 제주시 인다8길 5,1층현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3767,은성 종합 사회복지관,제주특별자치도,제주시,제주특별자치도 제주시 월두2길 63-1,1층 우측 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
3768,우도면사무소,제주특별자치도,제주시,제주특별자치도 제주시 우도면 우도로 153,1층현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103
